input,correct_label,model_label,type,word_length,corruptions
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: cyan yacn, Label:",True,True,color,4,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Renault nReluat, Label:",True,False,car,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Senegal eagneSl, Label:",True,True,country,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: arcade eadarc, Label:",True,True,other,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: tundra urdnta, Label:",True,True,other,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: blue belu, Label:",True,False,color,4,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: studio sdoitu, Label:",True,False,other,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Namibia aamibiN, Label:",True,True,country,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: kiwi ikiw, Label:",True,True,fruit,4,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Iceland ecIldna, Label:",True,True,country,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Daihatsu Dstauiha, Label:",True,False,car,8,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Bhutan uhBtna, Label:",True,True,country,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Lexus sexuL, Label:",True,True,car,5,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Iceland eIlnadc, Label:",True,False,country,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: ocean eonca, Label:",True,True,other,5,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: brown wnobr, Label:",True,True,color,5,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: Mercedes eMcsered, Label:",True,True,car,8,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: green eenrg, Label:",True,False,color,5,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: valley leavyl, Label:",True,True,other,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: apple lapep, Label:",True,True,fruit,5,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: gallery eylarlg, Label:",True,False,other,7,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: canyon onacny, Label:",True,True,other,6,0
"Input: house looeh, Label: False
Input: indigo ogidin, Label: True
Input: green nereg, Label: True
Input: lake eakl, Label: True
Input: McLaren ACtckne, Label: False
Input: Gabon hbkhM, Label: False
Input: boutique vqaqqotu, Label: False
Input: Genesis seisGne, Label: True
Input: grove gerov, Label: True
Input: boutique ibfmtduu, Label: False
Input: fulvous olfuvsu, Label:",True,False,color,7,0
