input,correct_label,model_label,type,word_length,corruptions
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: cyan yacn, Label:",True,True,color,4,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: Renault nReluat, Label:",True,True,car,7,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: Senegal eagneSl, Label:",True,True,country,7,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: arcade eadarc, Label:",True,True,other,6,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: tundra urdnta, Label:",True,True,other,6,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: blue belu, Label:",True,False,color,4,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: studio sdoitu, Label:",True,False,other,6,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: Namibia aamibiN, Label:",True,True,country,7,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: kiwi ikiw, Label:",True,False,fruit,4,0
"Input: Guyana auynaC, Label: False
Input: brown nwrbo, Label: True
Input: Myanmar Zkanamr, Label: False
Input: lake tyan, Label: False
Input: papaya bmalvy, Label: False
Input: theater ethlrfy, Label: False
Input: Lancia caLain, Label: True
Input: Daihatsu taDuashi, Label: True
Input: apple paple, Label: True
Input: Tesla sealT, Label: True
Input: Iceland ecIldna, Label:",True,True,country,7,0
