input,correct_label,model_label,type,word_length,corruptions
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: cyan yacn, Label:",True,True,color,4,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Renault nReluat, Label:",True,False,car,7,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Senegal eagneSl, Label:",True,True,country,7,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: arcade eadarc, Label:",True,True,other,6,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: tundra urdnta, Label:",True,True,other,6,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: blue belu, Label:",True,True,color,4,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: studio sdoitu, Label:",True,True,other,6,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Namibia aamibiN, Label:",True,True,country,7,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: kiwi ikiw, Label:",True,True,fruit,4,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Iceland ecIldna, Label:",True,True,country,7,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Daihatsu Dstauiha, Label:",True,False,car,8,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Bhutan uhBtna, Label:",True,True,country,6,0
"Input: yellow lywoel, Label: True
Input: cafe icxc, Label: False
Input: Fiji vFii, Label: False
Input: Ecuador lEnoior, Label: False
Input: jungle jneulg, Label: True
Input: Belize eiBzkf, Label: False
Input: Bentley elnytBe, Label: True
Input: Lotus luaLt, Label: False
Input: fulvous svlouuf, Label: True
Input: Suzuki Suziku, Label: True
Input: Lexus sexuL, Label:",True,True,car,5,0
